user,final
"Table 6.1 shows that for 2.00 g samples of different metal carbonates (calcium carbonate, copper(II) carbonate, magnesium carbonate, zinc carbonate), the mass of solid remaining after heating varies. Consequently, the mass of carbon dioxide formed (calculated as initial mass - final mass) is also different for each carbonate. For example, for 2.00 g of calcium carbonate, 1.12 g remains, meaning 0.88 g of CO₂ was formed. For 2.00 g of magnesium carbonate, 0.95 g remains, meaning 1.05 g of CO₂ was formed.Explain why the mass of carbon dioxide formed is different for each metal carbonate.","The mass of carbon dioxide formed is different for each metal carbonate because: 1. Different carbonates have different molar mass values, hence the number of moles of carbonate present in the fixed initial mass of 2.00 g is different. OR 2. Different metals in the various carbonates have different relative atomic mass (Ar) values, contributing to different molar masses for the carbonates, leading to different moles of carbonate in a 2.00 g sample. OR 3. The percentage of carbon (and oxygen that forms CO₂) in each compound is different, thus the amount of carbon dioxide produced from a fixed mass of carbonate differs."
"Table 7.1 shows that in experiment 1, the mass of electrode A1 increased. In experiment 2, the mass of electrode B1 increased. Both A1 and B1 are cathodes (negative electrodes) in their respective experiments. The electrolyte in both experiments is aqueous copper(II) sulfate solution, which contains Cu²⁺ ions and H⁺ ions (from water) as cations.Explain, with an appropriate equation, the increase in mass at electrodes A1 and B1.","At electrodes A1 and B1, the copper(II) ions (Cu²⁺) present in the aqueous copper(II) sulfate solution gain electrons more readily than hydrogen ions (H⁺) from water. Therefore, copper(II) ions are preferentially discharged and reduced to form solid copper, which deposits on the electrode, leading to an increase in its mass. The appropriate equation for this reaction is Cu²⁺(aq) + 2e⁻ → Cu(s)."
"The enthalpy change for the combustion of one mole of propane is –2025 kJ/mol, which means the reaction is exothermic. The balanced chemical equation for the combustion of propane is C₃H₈(g) + 5O₂(g) → 3CO₂(g) + 4H₂O(g). In chemical reactions, energy is absorbed to break bonds in reactants and energy is released when new bonds are formed in products.Explain, in terms of bond forming and bond breaking, why the combustion of propane is exothermic.",The combustion of propane is exothermic because the total energy given off/released during the formation of bonds in the products (3 moles of CO₂ and 4 moles of H₂O) is greater than the total energy taken in/absorbed to break the bonds in the reactants (1 mole of C₃H₈ and 5 moles of O₂).
"In Singapore's residential homes, two types of gas are supplied: piped gas, which is hydrogen gas delivered through built-in pipes, and liquefied petroleum gas (LPG), which is mainly propane and butane gas, supplied in gas cylinders.Suggest one advantage for using each type of gas.","One advantage for using piped gas (hydrogen gas) is that it is a cleaner fuel as it only produces water as the only product, or it is more convenient as the gas is on demand without needing to worry about canisters or running out, or it takes up less space as bulky canisters are not needed. One advantage for using liquefied petroleum gas (LPG, mainly propane and butane) is that it generates more energy per mole of fuel as compared to piped gas, making it more energy efficient."
"The text describes ligand exchange reactions involving copper(II) ions. When a small volume of aqueous sodium hydroxide is added to a solution of copper(II) ions, a light blue precipitate of Cu(H₂O)₄(OH)₂ is formed. When a small volume of aqueous ammonia is added to a solution of copper(II) ions, Cu(H₂O)₄(OH)₂ is initially formed. However, when aqueous ammonia is added in excess, four ammonia ligands replace two OH⁻ ligands and two H₂O ligands in the copper(II) complex, forming a new complex ion.Describe the observations when aqueous ammonia is added to a solution of copper(II) ions until there are no further changes.","When aqueous ammonia is added to a solution of copper(II) ions, a light blue or blue precipitate is initially formed. Upon adding excess aqueous ammonia, this light blue precipitate dissolves to form a dark blue solution."
"The text describes that when aqueous ammonia is added in excess to a solution of copper(II) ions, four ammonia ligands replace two OH⁻ ligands and two H₂O ligands in the copper(II) complex. This indicates the formation of a soluble complex ion involving copper, water, and ammonia.Suggest the molecular formula of the complex ion of copper(II) after adding excess aqueous ammonia.",The molecular formula of the complex ion of copper(II) after adding excess aqueous ammonia is [Cu(H₂O)₂(NH₃)₄]²⁺.
"The complex ion of copper(II) formed after adding excess aqueous ammonia is [Cu(H₂O)₂(NH₃)₄]²⁺. In this complex, a central copper(II) ion is surrounded by two water ligands and four ammonia ligands, all bonded via co-ordinate bonds (where the ligands donate electron pairs to the central metal ion).Draw the structural formula of the complex ion of copper(II) after adding excess aqueous ammonia.","The structural formula should show a central copper atom (Cu) with a 2+ charge. Two water molecules (H₂O) are bonded to the Cu via co-ordinate bonds, with arrows pointing from the oxygen atom of water to the copper. Four ammonia molecules (NH₃) are also bonded to the Cu via co-ordinate bonds, with arrows pointing from the nitrogen atom of ammonia to the copper. The entire structure is enclosed in square brackets with a 2+ charge outside the brackets."
"This question asks for the molecular formula of the complex ion of iron(II) after adding excess aqueous ammonia. Unlike copper(II) which forms a soluble complex in excess ammonia, iron(II) typically forms an insoluble precipitate of iron(II) hydroxide, which does not dissolve in excess ammonia. This precipitate is often represented as Fe(H₂O)₄(OH)₂.Suggest the molecular formula of the complex ion of iron(II) after adding excess aqueous ammonia.","The molecular formula of the complex ion (or more accurately, the precipitate formed) of iron(II) after adding excess aqueous ammonia is Fe(H₂O)₄(OH)₂."
"Alkenes and alkynes are homologous series of hydrocarbons. Table 11.1 shows the structural formulae of the first four members of alkynes: ethyne (H-C≡C-H, C₂H₂), propyne (H-C≡C-CH₃, C₃H₄), but-1-yne (H-C≡C-CH₂-CH₃, C₄H₆), and pent-1-yne (H-C≡C-CH₂-CH₂-CH₃, C₅H₈).Explain what is meant by 'ethyne and propyne are unsaturated hydrocarbon'.","Ethyne and propyne are unsaturated hydrocarbons because they contain only hydrogen and carbon atoms, and they possess at least one carbon-carbon triple bond. The presence of a carbon-carbon triple bond means they are not fully saturated with hydrogen atoms."
"Table 11.1 shows the first four members of alkynes and their chemical formulae: ethyne (C₂H₂), propyne (C₃H₄), but-1-yne (C₄H₆), and pent-1-yne (C₅H₈). We can observe a pattern between the number of carbon atoms (n) and hydrogen atoms (H).Deduce the general formula of alkynes.","The general formula of alkynes is CnH₂n-₂, where 'n' represents the number of carbon atoms."
"The general formula for alkynes is CnH₂n-₂. The first four members are ethyne (n=2), propyne (n=3), but-1-yne (n=4), and pent-1-yne (n=5). The fifth member of the alkyne homologous series would have n=6. Assuming it is an unbranched alkyne with the triple bond at the end (like the provided examples), it would be hex-1-yne (C₆H₁₀).Draw the full structural formula of the fifth member of the alkyne homologous series.","The fifth member of the alkyne homologous series is hex-1-yne (C₆H₁₀). Its full structural formula is H-C≡C-CH₂-CH₂-CH₂-CH₃. This shows a triple bond between the first two carbon atoms, followed by a chain of three methylene (CH₂) groups and a terminal methyl (CH₃) group, with all bonds explicitly drawn."
"X is an isomer of pent-1-yne (C₅H₈). It is stated that X can form a polymer. The type of polymerisation is asked, along with the structural formula of isomer X. (Note: The provided polymer structure in Fig. 11.1 appears to be a diene polymer, but the mark scheme explicitly identifies X as pent-2-yne, an alkyne, and states the type of polymerisation as addition polymerisation.)State the type of polymerisation that X can undergo and draw the full structural formula of this isomer.","The type of polymerisation that X can undergo is addition polymerisation. The full structural formula of isomer X, which is pent-2-yne, is H₃C-C≡C-CH₂-CH₃. This structure shows a triple bond between the second and third carbon atoms in a five-carbon chain."
"Fig. 12.1 is a reaction scheme starting with ethene. Ethene undergoes hydrogenation with hydrogen gas at high temperature and nickel catalyst to form W. Ethene also undergoes fermentation with yeast at 37°C in the absence of oxygen, passing through X to form ethanol. Ethanol on standing in air forms ethanoic acid. Ethanol reacts with ethanoic acid, and propanol reacts with ethanoic acid, with heating and a few drops of concentrated H₂SO₄, to form Y. Ethene undergoes complete combustion to form Z and water.Identify W, X, Y and Z.","W: ethane (C₂H₆). X: glucose (C₆H₁₂O₆). Y: propyl ethanoate (CH₃COOC₃H₇), formed from ethanoic acid and propanol. Z: carbon dioxide (CO₂)."
